w,h,p
0.21451155327470223,0.13038637933432268,0.44954812603348526
0.15275199629365205,0.35553309876874617,0.4211113618625517
0.15306520199694995,0.2030479948095985,0.3935159234797473
0.21589194393911615,0.20940777505829583,0.5727345442780091
0.1566771434683022,0.14480523812222534,0.27493029774956923
0.2262209957601113,0.33566078510899466,0.5986947443970521
0.22513050257006167,0.4228912549215528,0.5806947026253068
0.0707945697105864,0.34629309169483663,0.20712954355644841
0.16277170645495287,0.3550223585909503,0.26838483083056003
0.19067380564436587,0.20768528469346972,0.5305737344513566
0.22193928974646576,0.43119043189459416,0.4698174618789822
0.11278125203623605,0.4117422132141789,0.22309883850796322
0.22150387249703823,0.4636988360969232,0.49283882394904344
0.11447337652881551,0.18406364497773778,0.26356807461044734
0.14482974503065604,0.18478547031228706,0.23245490534802155
0.24503282475817417,0.34378657547717295,0.449299727005399
0.17927147085504674,0.2289229915586291,0.41104570823186604
0.14353996137486097,0.2814363494518437,0.40083576556243833
0.061814138822430205,0.3480735198674792,0.2030605128047117
0.22277274464641922,0.1576565755311275,0.3672284209262236
0.21933215670695755,0.10354414536637843,0.3222691511811244
0.2176284036749221,0.44071564763331816,0.5716372113762344
0.16741230279613284,0.17560683342112426,0.438378717128053
0.15789236946028568,0.10209494242343711,0.27537264535746453
0.21966270093347656,0.32277442541112344,0.36780079799127996
0.18644686944854577,0.13599889045223718,0.27679398295857965
0.1531948583377571,0.28466766263541765,0.4392742054276977
0.12290802362527724,0.42859133183739895,0.40008789165313274
0.1967494177686389,0.3534627084504641,0.369556603316468
0.18515197187807508,0.2593423886767743,0.4192200584595438
0.1377943732878345,0.4160908135768704,0.43225004974003645
0.14317277748850776,0.46956208266833743,0.4054451495839215
0.22015831824750304,0.4365596559388939,0.5872891647620284
0.13565530934775916,0.15433566388769918,0.2809252123055645
0.13878288630726532,0.3713304922721917,0.3451886766141463
0.16333667698723234,0.22443251550447998,0.3749779258699021
0.19286603491890847,0.27102711468872054,0.5747824404835664
0.2221860028470693,0.19577420873411633,0.5124439740877793
0.12668900469023886,0.2307048861541226,0.37324274756064385
0.20876772420022988,0.16464374075127552,0.5785654946468792
0.18482720658500268,0.3914594738380244,0.3681356725879866
0.2488929459696933,0.3112262358900023,0.5704936842760765
