3-Oct-2023 Prizmatix LED-UHP-TFF Normalized Spectral Data 
https://www.prizmatix.com/FC/Fiber-Coupled-LED-Broadband.aspx?NETID=231

[nm],[a.u.]
963,0
963.5,0
964,0
964.5,0
965,0
965.5,0
966,0
966.5,0
967,0
967.5,0
968,0
968.5,0
969,0
969.5,0
970,0
970.5,0
971,0
971.5,0
972,0
972.5,0
973,0
973.5,0
974,0
974.5,0
975,0
975.5,0
976,0
976.5,0
977,0
977.5,0
978,0
978.5,0
979,0
979.5,0
980,0
980.5,0
981,0
981.5,0
982,0
982.5,0
983,0
983.5,0
984,0
984.5,0
985,0
985.5,0
986,0
986.5,0
987,0
987.5,0
988,0
988.5,0
989,0
989.5,0
990,0
990.5,0
991,0
991.5,0
992,0
992.5,0
993,0
993.5,0
994,0
994.5,0
995,0
995.5,0
996,0
996.5,0
997,0
997.5,0
998,0
998.5,0
999,0
999.5,0
1000,0
1000.5,0
1001,0
1001.5,0
1002,0
1002.5,0
1003,0
1003.5,0
1004,0
1004.5,0
1005,0
1005.5,0
1006,0
1006.5,0
1007,0
1007.5,0
1008,0
1008.5,0
1009,0
1009.5,0
1010,0
1010.5,0
1011,0
1011.5,0
1012,0
1012.5,0
1013,0
1013.5,0
1014,0
1014.5,0
1015,0
1015.5,0
1016,0
1016.5,0
1017,0
1017.5,0
1018,0
1018.5,0
1019,0
1019.5,0
1020,0
1020.5,0
1021,0
1021.5,0
1022,0
1022.5,0
1023,0
1023.5,0
1024,0
1024.5,0
1025,0
1025.5,0
1026,0
1026.5,0
1027,0
1027.5,0
1028,0
1028.5,0
1029,0
1029.5,0
1030,0
1030.5,0
1031,0
1031.5,0
1032,0
1032.5,0
1033,0
1033.5,0
1034,0
1034.5,0
1035,0
1035.5,0
1036,0
1036.5,0
1037,0
1037.5,0
1038,0
1038.5,0
1039,0
1039.5,0
1040,0
1040.5,0
1041,0
1041.5,0
1042,0
1042.5,0
1043,0
1043.5,0
1044,0
1044.5,0
1045,0
1045.5,0
1046,0
1046.5,0
1047,0
1047.5,0
1048,0
1048.5,0
1049,0
1049.5,0
1050,0
1050.5,0
1051,0
1051.5,0
1052,0
1052.5,0
1053,0
1053.5,0
1054,0
1054.5,0
1055,0
1055.5,0
1056,0
1056.5,0
1057,0
1057.5,0
1058,0
1058.5,0
1059,0
1059.5,0
1060,0
1060.5,0
1061,0
1061.5,0
1062,0
1062.5,0
1063,0
1063.5,0
1064,0
1064.5,0
1065,0
1065.5,0
1066,0
1066.5,0
1067,0
1067.5,0
1068,0
1068.5,0
1069,0
1069.5,0
1070,0
1070.5,0
1071,0
1071.5,0
1072,0
1072.5,0
1073,0
1073.5,0
1074,0
1074.5,0
1075,0
1075.5,0
1076,0
1076.5,0
1077,0
1077.5,0
1078,0
1078.5,0
1079,0
1079.5,0
1080,0
1080.5,0
1081,0
1081.5,0
1082,0
1082.5,0
1083,0
1083.5,0
1084,0
1084.5,0
1085,0
1085.5,0
1086,0
1086.5,0
1087,0
1087.5,0
1088,0
1088.5,0
1089,0
1089.5,0
1090,0
1090.5,0
1091,0
1091.5,0
1092,0
1092.5,0
1093,0
1093.5,0
1094,0
1094.5,0
1095,0
1095.5,0
1096,0
1096.5,0
1097,0
1097.5,0
1098,0
1098.5,0
1099,0
1099.5,0
1100,0
1100.5,0
1101,0
1101.5,0
1102,0
1102.5,0
1103,0
1103.5,0
1104,0
1104.5,0
1105,0
1105.5,0
1106,0
1106.5,0
1107,0
1107.5,0
1108,0
1108.5,0
1109,0
1109.5,0
1110,0
1110.5,0
1111,0
1111.5,0
1112,0
1112.5,0
1113,0
1113.5,0
1114,0
1114.5,0
1115,0
1115.5,0
1116,0
1116.5,0
1117,0
1117.5,0
1118,0
1118.5,0
1119,0
1119.5,0
1120,0
1120.5,0
1121,0
1121.5,0
1122,0
1122.5,0
1123,0
1123.5,0
1124,0
1124.5,0
1125,0
1125.5,0
1126,0
1126.5,0
1127,0
1127.5,0
1128,0
1128.5,0
1129,0
1129.5,0
1130,0
1130.5,0
1131,0
1131.5,0
1132,0
1132.5,0
1133,0
1133.5,0
1134,0
1134.5,0
1135,0
1135.5,0
1136,0
1136.5,0
1137,0
1137.5,0
1138,0
1138.5,0
1139,0
1139.5,0
1140,0
1140.5,0
1141,0
1141.5,0
1142,0
1142.5,0
1143,0
1143.5,0
1144,0
1144.5,0
1145,0
1145.5,0
1146,0
1146.5,0
1147,0
1147.5,0
1148,0
1148.5,0
1149,0
1149.5,0
1150,0
1150.5,0
1151,0
1151.5,0
1152,0
1152.5,0
1153,0
1153.5,0
1154,0
1154.5,0
1155,0
1155.5,0
1156,0
1156.5,0
1157,0
1157.5,0
1158,0
1158.5,0
1159,0
1159.5,0
1160,0
1160.5,0
1161,0
1161.5,0
1162,0
1162.5,0
1163,0
1163.5,0
1164,0
1164.5,0
1165,0
1165.5,0
1166,0
1166.5,0
1167,0
1167.5,0
1168,0
1168.5,0
1169,0
1169.5,0
1170,0
1170.5,0
1171,0
1171.5,0
1172,0
1172.5,0
1173,0
1173.5,0
1174,0
1174.5,0
1175,0
1175.5,0
1176,0
1176.5,0
1177,0
1177.5,0
1178,0
1178.5,0
1179,0
1179.5,0
1180,0
1180.5,0
1181,0
1181.5,0
1182,0
1182.5,0
1183,0
1183.5,0
1184,0
1184.5,0
1185,0
1185.5,0
1186,0
1186.5,0
1187,0
1187.5,0
1188,0
1188.5,0
1189,0
1189.5,0
1190,0
1190.5,0
1191,0
1191.5,0
1192,0
1192.5,0
1193,0
1193.5,0
1194,0
1194.5,0
1195,0
1195.5,0
1196,0
1196.5,0
1197,0
1197.5,0
1198,0
1198.5,0
1199,0
1199.5,0
